Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Field-num5-merged)	Opportunity (Field-num5-merged)	KC (Single-KC)	Opportunity (Single-KC)	KC (Field)	Opportunity (Field)	KC (Unique-step)	Opportunity (Unique-step)	KC (Literal-Field)	Opportunity (Literal-Field)
176	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 3_7_plus_4_7	1	num5	4/28/2015 13:48	4/28/2015 13:48	4/28/2015 13:48	4/28/2015 13:48	correct	0	1	0	num5	16	Single-KC	177	AS JCommTable6.R0C0	7	KC831	1	num5	36
177	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 3_7_plus_4_7	1	den5	4/28/2015 13:48	4/28/2015 13:48	4/28/2015 13:48	4/28/2015 13:48	correct	0	1	0	AS den5	7	Single-KC	178	AS JCommTable6.R1C0	7	KC203	1	den5	36
178	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 3_7_plus_4_7	1	done	4/28/2015 13:48	4/28/2015 13:48	4/28/2015 13:48	4/28/2015 13:48	correct	0	1	0	AS done	7	Single-KC	179	AS done	7	KC734	1	done	36
179	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 3_7_plus_4_7	1	check_convert	4/28/2015 13:48	4/28/2015 13:48	4/28/2015 13:48	4/28/2015 13:48	correct	0	1	0	AS check_convert	7	Single-KC	180	AD JCommTable8.R0C0	36	KC908	1	check_convert	36
180	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 5_4_plus_3_4	1	num5	4/28/2015 13:48	4/28/2015 13:48	4/28/2015 13:48	4/28/2015 13:48	correct	0	1	0	num5	17	Single-KC	181	AS JCommTable6.R0C0	8	KC84	1	num5	37
181	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 5_4_plus_3_4	1	den5	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	incorrect	1	1	0	AS den5	8	Single-KC	182	AS JCommTable6.R1C0	8	KC432	1	den5	37
182	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 5_4_plus_3_4	1	done	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	correct	0	1	0	AS done	8	Single-KC	183	AS done	8	KC319	1	done	37
183	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 5_4_plus_3_4	1	check_convert	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	correct	0	1	0	AS check_convert	8	Single-KC	184	AD JCommTable8.R0C0	37	KC516	1	check_convert	37
184	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 2_3_plus_3_5	1	check_convert	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	correct	0	1	0	AD check_convert	10	Single-KC	185	AD JCommTable8.R0C0	38	KC281	1	check_convert	38
185	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 2_3_plus_3_5	1	den3	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	correct	0	1	0	AD den3	10	Single-KC	186	AD JCommTable4.R1C0	10	KC169	1	den3	10
186	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 2_3_plus_3_5	1	den4	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	correct	0	1	0	AD den4	10	Single-KC	187	AD JCommTable5.R1C0	10	KC960	1	den4	10
187	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 2_3_plus_3_5	1	num3	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	correct	0	1	0	AD num3	10	Single-KC	188	AD JCommTable4.R0C0	10	KC226	1	num3	10
188	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 2_3_plus_3_5	1	num4	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	correct	0	1	0	AD num4	10	Single-KC	189	AD JCommTable5.R0C0	10	KC173	1	num4	10
189	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 2_3_plus_3_5	1	num5	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	correct	0	1	0	num5	18	Single-KC	190	AD JCommTable6.R0C0	10	KC779	1	num5	38
190	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 2_3_plus_3_5	1	den5	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	correct	0	1	0	AD den5	10	Single-KC	191	AD JCommTable6.R1C0	10	KC928	1	den5	38
191	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 2_3_plus_3_5	1	done	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	correct	0	1	0	AD done	10	Single-KC	192	AD done	10	KC457	1	done	38
192	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_9_plus_3_7	1	check_convert	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	correct	0	1	0	AD check_convert	11	Single-KC	193	AD JCommTable8.R0C0	39	KC359	1	check_convert	39
193	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_9_plus_3_7	1	den3	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	4/28/2015 13:49	correct	0	1	0	AD den3	11	Single-KC	194	AD JCommTable4.R1C0	11	KC792	1	den3	11
194	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_9_plus_3_7	1	den4	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	correct	0	1	0	AD den4	11	Single-KC	195	AD JCommTable5.R1C0	11	KC113	1	den4	11
195	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_9_plus_3_7	1	num3	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	correct	0	1	0	AD num3	11	Single-KC	196	AD JCommTable4.R0C0	11	KC273	1	num3	11
196	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_9_plus_3_7	1	num4	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	correct	0	1	0	AD num4	11	Single-KC	197	AD JCommTable5.R0C0	11	KC433	1	num4	11
197	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_9_plus_3_7	1	den5	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	correct	0	1	0	AD den5	11	Single-KC	198	AD JCommTable6.R1C0	11	KC159	1	den5	39
198	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_9_plus_3_7	1	num5	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	correct	0	1	0	num5	19	Single-KC	199	AD JCommTable6.R0C0	11	KC975	1	num5	39
199	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_9_plus_3_7	1	done	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	correct	0	1	0	AD done	11	Single-KC	200	AD done	11	KC438	1	done	39
200	Stu_89ae74d5d146a31945bd2a66fc0df306	M 7_8_times_1_4	1	num5	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	correct	0	1	0	M num5	21	Single-KC	201	M  JCommTable6.R0C0	21	KC722	1	num5	40
201	Stu_89ae74d5d146a31945bd2a66fc0df306	M 7_8_times_1_4	1	den5	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	correct	0	1	0	M den5	21	Single-KC	202	M  JCommTable6.R1C0	21	KC14	1	den5	40
202	Stu_89ae74d5d146a31945bd2a66fc0df306	M 7_8_times_1_4	1	done	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	correct	0	1	0	M done	21	Single-KC	203	M  done	21	KC313	1	done	40
203	Stu_89ae74d5d146a31945bd2a66fc0df306	M 7_8_times_1_4	1	check_convert	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	4/28/2015 13:50	correct	0	1	0	M check_convert	21	Single-KC	204	AD JCommTable8.R0C0	40	KC248	1	check_convert	40
204	Stu_89ae74d5d146a31945bd2a66fc0df306	M 1_6_times_1_3	1	num5	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	correct	0	1	0	M num5	22	Single-KC	205	M  JCommTable6.R0C0	22	KC532	1	num5	41
205	Stu_89ae74d5d146a31945bd2a66fc0df306	M 1_6_times_1_3	1	den5	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	correct	0	1	0	M den5	22	Single-KC	206	M  JCommTable6.R1C0	22	KC211	1	den5	41
206	Stu_89ae74d5d146a31945bd2a66fc0df306	M 1_6_times_1_3	1	done	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	correct	0	1	0	M done	22	Single-KC	207	M  done	22	KC922	1	done	41
207	Stu_89ae74d5d146a31945bd2a66fc0df306	M 1_6_times_1_3	1	check_convert	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	correct	0	1	0	M check_convert	22	Single-KC	208	AD JCommTable8.R0C0	41	KC477	1	check_convert	41
208	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 7_9_plus_4_9	1	num5	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	correct	0	1	0	num5	20	Single-KC	209	AS JCommTable6.R0C0	9	KC896	1	num5	42
209	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 7_9_plus_4_9	1	den5	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	correct	0	1	0	AS den5	9	Single-KC	210	AS JCommTable6.R1C0	9	KC343	1	den5	42
210	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 7_9_plus_4_9	1	done	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	correct	0	1	0	AS done	9	Single-KC	211	AS done	9	KC266	1	done	42
211	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 7_9_plus_4_9	1	check_convert	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	correct	0	1	0	AS check_convert	9	Single-KC	212	AD JCommTable8.R0C0	42	KC529	1	check_convert	42
212	Stu_89ae74d5d146a31945bd2a66fc0df306	M 6_7_times_1_6	1	num5	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	correct	0	1	0	M num5	23	Single-KC	213	M  JCommTable6.R0C0	23	KC73	1	num5	43
213	Stu_89ae74d5d146a31945bd2a66fc0df306	M 6_7_times_1_6	1	den5	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	correct	0	1	0	M den5	23	Single-KC	214	M  JCommTable6.R1C0	23	KC456	1	den5	43
214	Stu_89ae74d5d146a31945bd2a66fc0df306	M 6_7_times_1_6	1	done	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	correct	0	1	0	M done	23	Single-KC	215	M  done	23	KC633	1	done	43
215	Stu_89ae74d5d146a31945bd2a66fc0df306	M 6_7_times_1_6	1	check_convert	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	correct	0	1	0	M check_convert	23	Single-KC	216	AD JCommTable8.R0C0	43	KC546	1	check_convert	43
216	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_5_7	1	check_convert	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:51	correct	0	1	0	AD check_convert	12	Single-KC	217	AD JCommTable8.R0C0	44	KC559	1	check_convert	44
217	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_5_7	1	den3	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:52	4/28/2015 13:52	incorrect	1	1	0	AD den3	12	Single-KC	218	AD JCommTable4.R1C0	12	KC353	1	den3	12
218	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_5_7	1	den4	4/28/2015 13:51	4/28/2015 13:51	4/28/2015 13:52	4/28/2015 13:52	incorrect	2	1	0	AD den4	12	Single-KC	219	AD JCommTable5.R1C0	12	KC404	1	den4	12
219	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_5_7	1	num3	4/28/2015 13:52	4/28/2015 13:52	4/28/2015 13:52	4/28/2015 13:52	correct	0	1	0	AD num3	12	Single-KC	220	AD JCommTable4.R0C0	12	KC83	1	num3	12
220	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_5_7	1	num4	4/28/2015 13:52	4/28/2015 13:52	4/28/2015 13:52	4/28/2015 13:52	incorrect	1	1	0	AD num4	12	Single-KC	221	AD JCommTable5.R0C0	12	KC678	1	num4	12
221	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_5_7	1	num5	4/28/2015 13:52	4/28/2015 13:52	4/28/2015 13:52	4/28/2015 13:52	correct	0	1	0	num5	21	Single-KC	222	AD JCommTable6.R0C0	12	KC421	1	num5	44
222	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_5_7	1	den5	4/28/2015 13:52	4/28/2015 13:52	4/28/2015 13:52	4/28/2015 13:52	correct	0	1	0	AD den5	12	Single-KC	223	AD JCommTable6.R1C0	12	KC690	1	den5	44
223	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_5_7	1	done	4/28/2015 13:52	4/28/2015 13:52	4/28/2015 13:52	4/28/2015 13:52	correct	0	1	0	AD done	12	Single-KC	224	AD done	12	KC112	1	done	44
224	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 11_2_plus_3_2	1	num5	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	num5	22	Single-KC	225	AS JCommTable6.R0C0	10	KC151	1	num5	45
225	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 11_2_plus_3_2	1	den5	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	AS den5	10	Single-KC	226	AS JCommTable6.R1C0	10	KC174	1	den5	45
226	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 11_2_plus_3_2	1	done	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	AS done	10	Single-KC	227	AS done	10	KC760	1	done	45
227	Stu_89ae74d5d146a31945bd2a66fc0df306	AS 11_2_plus_3_2	1	check_convert	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	AS check_convert	10	Single-KC	228	AD JCommTable8.R0C0	45	KC769	1	check_convert	45
228	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_1_7	1	check_convert	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	AD check_convert	13	Single-KC	229	AD JCommTable8.R0C0	46	KC383	1	check_convert	46
229	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_1_7	1	den3	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	AD den3	13	Single-KC	230	AD JCommTable4.R1C0	13	KC627	1	den3	13
230	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_1_7	1	den4	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	AD den4	13	Single-KC	231	AD JCommTable5.R1C0	13	KC447	1	den4	13
231	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_1_7	1	num3	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	AD num3	13	Single-KC	232	AD JCommTable4.R0C0	13	KC475	1	num3	13
232	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_1_7	1	num4	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	AD num4	13	Single-KC	233	AD JCommTable5.R0C0	13	KC603	1	num4	13
233	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_1_7	1	num5	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	num5	23	Single-KC	234	AD JCommTable6.R0C0	13	KC71	1	num5	46
234	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_1_7	1	den5	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	AD den5	13	Single-KC	235	AD JCommTable6.R1C0	13	KC855	1	den5	46
235	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 5_6_plus_1_7	1	done	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	AD done	13	Single-KC	236	AD done	13	KC430	1	done	46
236	Stu_89ae74d5d146a31945bd2a66fc0df306	M 7_10_times_2_5	1	num5	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	M num5	24	Single-KC	237	M  JCommTable6.R0C0	24	KC801	1	num5	47
237	Stu_89ae74d5d146a31945bd2a66fc0df306	M 7_10_times_2_5	1	den5	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	M den5	24	Single-KC	238	M  JCommTable6.R1C0	24	KC531	1	den5	47
238	Stu_89ae74d5d146a31945bd2a66fc0df306	M 7_10_times_2_5	1	done	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	M done	24	Single-KC	239	M  done	24	KC548	1	done	47
239	Stu_89ae74d5d146a31945bd2a66fc0df306	M 7_10_times_2_5	1	check_convert	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	M check_convert	24	Single-KC	240	AD JCommTable8.R0C0	47	KC598	1	check_convert	47
240	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 6_7_plus_1_6	1	check_convert	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	4/28/2015 13:53	correct	0	1	0	AD check_convert	14	Single-KC	241	AD JCommTable8.R0C0	48	KC128	1	check_convert	48
241	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 6_7_plus_1_6	1	den3	4/28/2015 13:54	4/28/2015 13:54	4/28/2015 13:54	4/28/2015 13:54	correct	0	1	0	AD den3	14	Single-KC	242	AD JCommTable4.R1C0	14	KC984	1	den3	14
242	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 6_7_plus_1_6	1	den4	4/28/2015 13:54	4/28/2015 13:54	4/28/2015 13:54	4/28/2015 13:54	correct	0	1	0	AD den4	14	Single-KC	243	AD JCommTable5.R1C0	14	KC267	1	den4	14
243	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 6_7_plus_1_6	1	num3	4/28/2015 13:54	4/28/2015 13:54	4/28/2015 13:54	4/28/2015 13:54	correct	0	1	0	AD num3	14	Single-KC	244	AD JCommTable4.R0C0	14	KC670	1	num3	14
244	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 6_7_plus_1_6	1	num4	4/28/2015 13:54	4/28/2015 13:54	4/28/2015 13:54	4/28/2015 13:54	correct	0	1	0	AD num4	14	Single-KC	245	AD JCommTable5.R0C0	14	KC134	1	num4	14
245	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 6_7_plus_1_6	1	num5	4/28/2015 13:54	4/28/2015 13:54	4/28/2015 13:54	4/28/2015 13:54	correct	0	1	0	num5	24	Single-KC	246	AD JCommTable6.R0C0	14	KC770	1	num5	48
246	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 6_7_plus_1_6	1	den5	4/28/2015 13:54	4/28/2015 13:54	4/28/2015 13:54	4/28/2015 13:54	correct	0	1	0	AD den5	14	Single-KC	247	AD JCommTable6.R1C0	14	KC954	1	den5	48
247	Stu_89ae74d5d146a31945bd2a66fc0df306	AD 6_7_plus_1_6	1	done	4/28/2015 13:54	4/28/2015 13:54	4/28/2015 13:54	4/28/2015 13:54	correct	0	1	0	AD done	14	Single-KC	248	AD done	14	KC882	1	done	48
0	Stu_8c46de996d2269e68f42677b2b705d42	AS 1_7_plus_3_7	1	check_convert	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	incorrect	1	1	0	AS check_convert	1	Single-KC	1	AD JCommTable8.R0C0	1	KC227	1	check_convert	1
1	Stu_8c46de996d2269e68f42677b2b705d42	AS 1_7_plus_3_7	1	den5	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	hint	0	1	1	AS den5	1	Single-KC	2	AS JCommTable6.R1C0	1	KC464	1	den5	1
2	Stu_8c46de996d2269e68f42677b2b705d42	AS 1_7_plus_3_7	1	num5	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	hint	0	1	1	num5	1	Single-KC	3	AS JCommTable6.R0C0	1	KC854	1	num5	1
3	Stu_8c46de996d2269e68f42677b2b705d42	AS 1_7_plus_3_7	1	done	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	hint	0	1	1	AS done	1	Single-KC	4	AS done	1	KC932	1	done	1
4	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_3_plus_4_3	1	num5	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	correct	0	1	0	num5	2	Single-KC	5	AS JCommTable6.R0C0	2	KC243	1	num5	2
5	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_3_plus_4_3	1	den5	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	correct	0	1	0	AS den5	2	Single-KC	6	AS JCommTable6.R1C0	2	KC360	1	den5	2
6	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_3_plus_4_3	1	done	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	correct	0	1	0	AS done	2	Single-KC	7	AS done	2	KC873	1	done	2
7	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_3_plus_4_3	1	check_convert	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	4/28/2015 10:37	correct	0	1	0	AS check_convert	2	Single-KC	8	AD JCommTable8.R0C0	2	KC942	1	check_convert	2
8	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_5_plus_4_5	1	den5	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	incorrect	1	1	0	AS den5	3	Single-KC	9	AS JCommTable6.R1C0	3	KC506	1	den5	3
9	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_5_plus_4_5	1	num5	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	correct	0	1	0	num5	3	Single-KC	10	AS JCommTable6.R0C0	3	KC376	1	num5	3
10	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_5_plus_4_5	1	done	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	correct	0	1	0	AS done	3	Single-KC	11	AS done	3	KC340	1	done	3
11	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_5_plus_4_5	1	check_convert	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	correct	0	1	0	AS check_convert	3	Single-KC	12	AD JCommTable8.R0C0	3	KC431	1	check_convert	3
12	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_6_plus_3_6	1	num5	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	correct	0	1	0	num5	4	Single-KC	13	AS JCommTable6.R0C0	4	KC941	1	num5	4
13	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_6_plus_3_6	1	den5	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	correct	0	1	0	AS den5	4	Single-KC	14	AS JCommTable6.R1C0	4	KC245	1	den5	4
14	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_6_plus_3_6	1	done	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	correct	0	1	0	AS done	4	Single-KC	15	AS done	4	KC790	1	done	4
15	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_6_plus_3_6	1	check_convert	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	correct	0	1	0	AS check_convert	4	Single-KC	16	AD JCommTable8.R0C0	4	KC986	1	check_convert	4
16	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_9_plus_3_9	1	num5	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	correct	0	1	0	num5	5	Single-KC	17	AS JCommTable6.R0C0	5	KC403	1	num5	5
17	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_9_plus_3_9	1	den5	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	correct	0	1	0	AS den5	5	Single-KC	18	AS JCommTable6.R1C0	5	KC748	1	den5	5
18	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_9_plus_3_9	1	done	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	correct	0	1	0	AS done	5	Single-KC	19	AS done	5	KC878	1	done	5
19	Stu_8c46de996d2269e68f42677b2b705d42	AS 2_9_plus_3_9	1	check_convert	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	correct	0	1	0	AS check_convert	5	Single-KC	20	AD JCommTable8.R0C0	5	KC21	1	check_convert	5
20	Stu_8c46de996d2269e68f42677b2b705d42	AS 3_8_plus_7_8	1	num5	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	4/28/2015 10:38	correct	0	1	0	num5	6	Single-KC	21	AS JCommTable6.R0C0	6	KC183	1	num5	6
21	Stu_8c46de996d2269e68f42677b2b705d42	AS 3_8_plus_7_8	1	den5	4/28/2015 10:39	4/28/2015 10:39	4/28/2015 10:39	4/28/2015 10:39	correct	0	1	0	AS den5	6	Single-KC	22	AS JCommTable6.R1C0	6	KC705	1	den5	6
22	Stu_8c46de996d2269e68f42677b2b705d42	AS 3_8_plus_7_8	1	done	4/28/2015 10:39	4/28/2015 10:39	4/28/2015 10:39	4/28/2015 10:39	correct	0	1	0	AS done	6	Single-KC	23	AS done	6	KC683	1	done	6
23	Stu_8c46de996d2269e68f42677b2b705d42	AS 3_8_plus_7_8	1	check_convert	4/28/2015 10:39	4/28/2015 10:39	4/28/2015 10:39	4/28/2015 10:39	correct	0	1	0	AS check_convert	6	Single-KC	24	AD JCommTable8.R0C0	6	KC945	1	check_convert	6
24	Stu_8c46de996d2269e68f42677b2b705d42	AS 5_4_plus_3_4	1	num5	4/28/2015 10:39	4/28/2015 10:39	4/28/2015 10:39	4/28/2015 10:39	incorrect	1	1	0	num5	7	Single-KC	25	AS JCommTable6.R0C0	7	KC527	1	num5	7
25	Stu_8c46de996d2269e68f42677b2b705d42	AS 5_4_plus_3_4	1	den5	4/28/2015 10:39	4/28/2015 10:39	4/28/2015 10:39	4/28/2015 10:39	correct	0	1	0	AS den5	7	Single-KC	26	AS JCommTable6.R1C0	7	KC427	1	den5	7
26	Stu_8c46de996d2269e68f42677b2b705d42	AS 5_4_plus_3_4	1	done	4/28/2015 10:39	4/28/2015 10:39	4/28/2015 10:39	4/28/2015 10:39	correct	0	1	0	AS done	7	Single-KC	27	AS done	7	KC201	1	done	7
