	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)	Prediction
2296	37	BKT Controller(20)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 1:42	1/1/1970 1:42		1/1/1970 1:42	incorrect	1	0	0	Single-KC	37	AD JCommTable6.R0C0	2	JCommTable6.R0C0	11	0.06351174719947131
2297	38	BKT Controller(20)	AD 7_8_plus_1_3	1	JCommTable5.R1C0	1/1/1970 1:42	1/1/1970 1:42	1/1/1970 1:42	1/1/1970 1:42	hint	0	1	1	Single-KC	38	AD JCommTable5.R1C0	1	JCommTable5.R1C0	1	0.21401245932484345
2298	39	BKT Controller(20)	AD 7_8_plus_1_3	1	JCommTable5.R0C0	1/1/1970 1:42	1/1/1970 1:42	1/1/1970 1:42	1/1/1970 1:42	hint	0	1	1	Single-KC	39	AD JCommTable5.R0C0	1	JCommTable5.R0C0	1	0.24040681107135406
2299	40	BKT Controller(20)	AD 7_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 1:42	1/1/1970 1:42	1/1/1970 1:42	1/1/1970 1:42	hint	0	1	1	Single-KC	40	AD JCommTable6.R1C0	3	JCommTable6.R1C0	13	0.1117647884031168
2300	41	BKT Controller(20)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 1:42	1/1/1970 1:42		1/1/1970 1:42	incorrect	1	0	0	Single-KC	41	AD JCommTable6.R0C0	3	JCommTable6.R0C0	12	0.08246195034056021
2301	42	BKT Controller(20)	AD 7_8_plus_1_3	1	done	1/1/1970 1:42	1/1/1970 1:42		1/1/1970 1:42	incorrect	1	0	0	Single-KC	42	AD done	1	done	12	0.20170708501680742
2302	43	BKT Controller(20)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 1:42	1/1/1970 1:42	1/1/1970 1:43	1/1/1970 1:43	hint	0	1	1	Single-KC	43	AD JCommTable6.R0C0	4	JCommTable6.R0C0	13	0.10642383130811266
2303	44	BKT Controller(20)	AD 7_8_plus_1_3	1	done	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	correct	0	1	0	Single-KC	44	AD done	2	done	13	0.5690799114534554
2304	45	BKT Controller(20)	AS 3_8_plus_7_8	1	JCommTable8.R0C0	1/1/1970 1:43	1/1/1970 1:43		1/1/1970 1:43	incorrect	1	0	0	Single-KC	45	AS JCommTable8.R0C0	1	JCommTable8.R0C0	2	4.898567548496171e-10
2305	46	BKT Controller(20)	AS 3_8_plus_7_8	1	JCommTable6.R1C0	1/1/1970 1:43	1/1/1970 1:43		1/1/1970 1:43	incorrect	1	0	0	Single-KC	46	AS JCommTable6.R1C0	1	JCommTable6.R1C0	14	0.14310871106577996
2306	47	BKT Controller(20)	AS 3_8_plus_7_8	1	JCommTable4.R1C0	1/1/1970 1:43	1/1/1970 1:43		1/1/1970 1:43	incorrect	1	0	0	Single-KC	47	AS JCommTable4.R1C0	1	JCommTable4.R1C0	2	5.214189706860665e-17
2307	48	BKT Controller(20)	AS 3_8_plus_7_8	1	JCommTable4.R0C0	1/1/1970 1:43	1/1/1970 1:43		1/1/1970 1:43	incorrect	1	0	0	Single-KC	48	AS JCommTable4.R0C0	1	JCommTable4.R0C0	2	2.825997395414785e-13
2308	49	BKT Controller(20)	AS 3_8_plus_7_8	1	JCommTable6.R1C0	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	hint	0	1	1	Single-KC	49	AS JCommTable6.R1C0	2	JCommTable6.R1C0	15	0.2382272919395303
2309	50	BKT Controller(20)	AS 3_8_plus_7_8	1	JCommTable6.R0C0	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	hint	0	1	1	Single-KC	50	AS JCommTable6.R0C0	1	JCommTable6.R0C0	14	0.12031879984543781
2310	51	BKT Controller(20)	AS 3_8_plus_7_8	1	done	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	correct	0	1	0	Single-KC	51	AS done	1	done	14	0.6065021614381135
2311	52	BKT Controller(20)	AD 5_6_plus_1_7	1	JCommTable6.R1C0	1/1/1970 1:43	1/1/1970 1:43		1/1/1970 1:43	incorrect	1	0	0	Single-KC	52	AD JCommTable6.R1C0	4	JCommTable6.R1C0	16	0.14471582488485502
2312	53	BKT Controller(20)	AD 5_6_plus_1_7	1	JCommTable6.R0C0	1/1/1970 1:43	1/1/1970 1:43		1/1/1970 1:43	incorrect	1	0	0	Single-KC	53	AD JCommTable6.R0C0	5	JCommTable6.R0C0	15	0.13631414168571573
2313	54	BKT Controller(20)	AD 5_6_plus_1_7	1	JCommTable8.R0C0	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	hint	0	1	1	Single-KC	54	AD JCommTable8.R0C0	2	JCommTable8.R0C0	3	0.356120311304399
2314	55	BKT Controller(20)	AD 5_6_plus_1_7	1	JCommTable4.R1C0	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	correct	0	1	0	Single-KC	55	AD JCommTable4.R1C0	2	JCommTable4.R1C0	3	0.28684281648564885
2315	56	BKT Controller(20)	AD 5_6_plus_1_7	1	JCommTable5.R1C0	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	correct	0	1	0	Single-KC	56	AD JCommTable5.R1C0	2	JCommTable5.R1C0	2	0.2907461233409255
2316	57	BKT Controller(20)	AD 5_6_plus_1_7	1	JCommTable6.R0C0	1/1/1970 1:43	1/1/1970 1:43		1/1/1970 1:43	incorrect	1	0	0	Single-KC	57	AD JCommTable6.R0C0	6	JCommTable6.R0C0	16	0.1729744058206075
2317	58	BKT Controller(20)	AD 5_6_plus_1_7	1	JCommTable4.R0C0	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	correct	0	1	0	Single-KC	58	AD JCommTable4.R0C0	2	JCommTable4.R0C0	3	0.17490637768439074
2318	59	BKT Controller(20)	AD 5_6_plus_1_7	1	JCommTable6.R0C0	1/1/1970 1:43	1/1/1970 1:43		1/1/1970 1:43	incorrect	1	0	0	Single-KC	59	AD JCommTable6.R0C0	7	JCommTable6.R0C0	17	0.2170167134034947
2319	60	BKT Controller(20)	AD 5_6_plus_1_7	1	JCommTable5.R0C0	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	correct	0	1	0	Single-KC	60	AD JCommTable5.R0C0	2	JCommTable5.R0C0	2	0.2915538414365063
2320	61	BKT Controller(20)	AD 5_6_plus_1_7	1	JCommTable6.R0C0	1/1/1970 1:43	1/1/1970 1:43		1/1/1970 1:43	incorrect	1	0	0	Single-KC	61	AD JCommTable6.R0C0	8	JCommTable6.R0C0	18	0.26863050352596085
2321	62	BKT Controller(20)	AD 5_6_plus_1_7	1	JCommTable6.R1C0	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	hint	0	1	1	Single-KC	62	AD JCommTable6.R1C0	5	JCommTable6.R1C0	17	0.18535439212428548
2322	63	BKT Controller(20)	AD 5_6_plus_1_7	1	JCommTable6.R0C0	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	hint	0	1	1	Single-KC	63	AD JCommTable6.R0C0	9	JCommTable6.R0C0	19	0.3273870519611553
2323	64	BKT Controller(20)	AD 5_6_plus_1_7	1	done	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	correct	0	1	0	Single-KC	64	AD done	3	done	15	0.8734546452780398
2324	65	BKT Controller(20)	M 1_6_times_1_3	1	JCommTable6.R0C0	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	correct	0	1	0	Single-KC	65	M  JCommTable6.R0C0	10	JCommTable6.R0C0	20	0.8124367022432006
2325	66	BKT Controller(20)	M 1_6_times_1_3	1	JCommTable6.R1C0	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	correct	0	1	0	Single-KC	66	M  JCommTable6.R1C0	11	JCommTable6.R1C0	18	0.917818805228705
2326	67	BKT Controller(20)	M 1_6_times_1_3	1	done	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	1/1/1970 1:43	correct	0	1	0	Single-KC	67	M  done	12	done	16	0.9913099368273725
2327	68	BKT Controller(20)	M 5_3_times_9_8	2	JCommTable6.R0C0	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	68	M  JCommTable6.R0C0	11	JCommTable6.R0C0	21	0.8437945654661506
2328	69	BKT Controller(20)	M 5_3_times_9_8	2	JCommTable6.R1C0	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	69	M  JCommTable6.R1C0	12	JCommTable6.R1C0	19	0.9370541792783945
2329	70	BKT Controller(20)	M 5_3_times_9_8	2	done	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	70	M  done	13	done	17	0.9948057967208999
2330	71	BKT Controller(20)	M 3_7_times_2_8	1	JCommTable6.R0C0	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	71	M  JCommTable6.R0C0	12	JCommTable6.R0C0	22	0.8707439263869399
2331	72	BKT Controller(20)	M 3_7_times_2_8	1	JCommTable6.R1C0	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	72	M  JCommTable6.R1C0	13	JCommTable6.R1C0	20	0.9520226581395289
2332	73	BKT Controller(20)	M 3_7_times_2_8	1	done	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	73	M  done	14	done	18	0.9968997317351527
2333	74	BKT Controller(20)	M 1_7_times_5_6	1	JCommTable6.R0C0	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	74	M  JCommTable6.R0C0	13	JCommTable6.R0C0	23	0.8936299614072183
2334	75	BKT Controller(20)	M 1_7_times_5_6	1	JCommTable6.R1C0	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	75	M  JCommTable6.R1C0	14	JCommTable6.R1C0	21	0.9635700245579394
2335	76	BKT Controller(20)	M 1_7_times_5_6	1	done	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	76	M  done	15	done	19	0.9981511092478722
2336	77	BKT Controller(20)	AS 2_5_plus_4_5	1	JCommTable8.R0C0	1/1/1970 1:44	1/1/1970 1:44		1/1/1970 1:44	incorrect	1	0	0	Single-KC	77	AS JCommTable8.R0C0	2	JCommTable8.R0C0	4	4.898567548496171e-10
2337	78	BKT Controller(20)	AS 2_5_plus_4_5	1	JCommTable6.R1C0	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	hint	0	1	1	Single-KC	78	AS JCommTable6.R1C0	3	JCommTable6.R1C0	22	0.3693189805402747
2338	79	BKT Controller(20)	AS 2_5_plus_4_5	1	JCommTable6.R0C0	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	hint	0	1	1	Single-KC	79	AS JCommTable6.R0C0	2	JCommTable6.R0C0	24	0.20879469394335123
2339	80	BKT Controller(20)	AS 2_5_plus_4_5	1	done	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	80	AS done	2	done	20	0.83899503878273
2340	81	BKT Controller(20)	AD 7_8_plus_1_3	2	JCommTable8.R0C0	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	81	AD JCommTable8.R0C0	3	JCommTable8.R0C0	5	0.6921630550073039
2341	82	BKT Controller(20)	AD 7_8_plus_1_3	2	JCommTable6.R1C0	1/1/1970 1:44	1/1/1970 1:44		1/1/1970 1:44	incorrect	1	0	0	Single-KC	82	AD JCommTable6.R1C0	6	JCommTable6.R1C0	23	0.23427897129620043
2342	83	BKT Controller(20)	AD 7_8_plus_1_3	2	JCommTable4.R1C0	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	83	AD JCommTable4.R1C0	3	JCommTable4.R1C0	4	0.4408174599109886
2343	84	BKT Controller(20)	AD 7_8_plus_1_3	2	JCommTable5.R1C0	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	84	AD JCommTable5.R1C0	3	JCommTable5.R1C0	3	0.3816337697324298
2344	85	BKT Controller(20)	AD 7_8_plus_1_3	2	JCommTable4.R0C0	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	85	AD JCommTable4.R0C0	3	JCommTable4.R0C0	4	0.3513448630062316
2345	86	BKT Controller(20)	AD 7_8_plus_1_3	2	JCommTable5.R0C0	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	86	AD JCommTable5.R0C0	3	JCommTable5.R0C0	3	0.34858875951908624
2346	87	BKT Controller(20)	AD 7_8_plus_1_3	2	JCommTable6.R0C0	1/1/1970 1:44	1/1/1970 1:44		1/1/1970 1:44	incorrect	1	0	0	Single-KC	87	AD JCommTable6.R0C0	10	JCommTable6.R0C0	25	0.3921051424781756
2347	88	BKT Controller(20)	AD 7_8_plus_1_3	2	JCommTable6.R1C0	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	88	AD JCommTable6.R1C0	7	JCommTable6.R1C0	24	0.2914964823733461
2348	89	BKT Controller(20)	AD 7_8_plus_1_3	2	JCommTable6.R0C0	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	89	AD JCommTable6.R0C0	11	JCommTable6.R0C0	26	0.4608510750961096
2349	90	BKT Controller(20)	AD 7_8_plus_1_3	2	done	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	1/1/1970 1:44	correct	0	1	0	Single-KC	90	AD done	4	done	21	0.9730279758922246
2350	91	BKT Controller(20)	M 2_7_times_4_5	1	JCommTable6.R0C0	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	correct	0	1	0	Single-KC	91	M  JCommTable6.R0C0	14	JCommTable6.R0C0	27	0.9128692845436268
2351	92	BKT Controller(20)	M 2_7_times_4_5	1	JCommTable6.R1C0	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	correct	0	1	0	Single-KC	92	M  JCommTable6.R1C0	15	JCommTable6.R1C0	25	0.9724186464879446
2352	93	BKT Controller(20)	M 2_7_times_4_5	1	done	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	correct	0	1	0	Single-KC	93	M  done	16	done	22	0.9988979450820582
2353	94	BKT Controller(20)	AD 1_2_plus_2_3	1	JCommTable4.R0C0	1/1/1970 1:45	1/1/1970 1:45		1/1/1970 1:45	incorrect	1	0	0	Single-KC	94	AD JCommTable4.R0C0	4	JCommTable4.R0C0	5	0.5805374662064384
2354	95	BKT Controller(20)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 1:45	1/1/1970 1:45		1/1/1970 1:45	incorrect	1	0	0	Single-KC	95	AD JCommTable6.R1C0	8	JCommTable6.R1C0	26	0.356187822563202
2355	96	BKT Controller(20)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 1:45	1/1/1970 1:45		1/1/1970 1:45	incorrect	1	0	0	Single-KC	96	AD JCommTable6.R0C0	12	JCommTable6.R0C0	28	0.5311192585519363
2356	97	BKT Controller(20)	AD 1_2_plus_2_3	1	JCommTable8.R0C0	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	correct	0	1	0	Single-KC	97	AD JCommTable8.R0C0	4	JCommTable8.R0C0	6	0.901388271075339
2357	98	BKT Controller(20)	AD 1_2_plus_2_3	1	JCommTable4.R1C0	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	hint	0	1	1	Single-KC	98	AD JCommTable4.R1C0	4	JCommTable4.R1C0	5	0.6070854173451865
2358	99	BKT Controller(20)	AD 1_2_plus_2_3	1	JCommTable4.R0C0	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	hint	0	1	1	Single-KC	99	AD JCommTable4.R0C0	5	JCommTable4.R0C0	6	0.7795581257924111
2359	100	BKT Controller(20)	AD 1_2_plus_2_3	1	JCommTable5.R1C0	1/1/1970 1:45	1/1/1970 1:45		1/1/1970 1:45	incorrect	1	0	0	Single-KC	100	AD JCommTable5.R1C0	4	JCommTable5.R1C0	4	0.4816393015695988
2360	101	BKT Controller(20)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 1:45	1/1/1970 1:45		1/1/1970 1:45	incorrect	1	0	0	Single-KC	101	AD JCommTable6.R1C0	9	JCommTable6.R1C0	27	0.42659171552983466
2361	102	BKT Controller(20)	AD 1_2_plus_2_3	1	JCommTable5.R1C0	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	hint	0	1	1	Single-KC	102	AD JCommTable5.R1C0	5	JCommTable5.R1C0	5	0.5831377956735586
2362	103	BKT Controller(20)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 1:45	1/1/1970 1:45		1/1/1970 1:45	incorrect	1	0	0	Single-KC	103	AD JCommTable6.R0C0	13	JCommTable6.R0C0	29	0.600174719200572
2363	104	BKT Controller(20)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 1:45	1/1/1970 1:45		1/1/1970 1:45	incorrect	1	0	0	Single-KC	104	AD JCommTable6.R1C0	10	JCommTable6.R1C0	28	0.5001019049884856
2364	105	BKT Controller(20)	AD 1_2_plus_2_3	1	JCommTable5.R0C0	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	hint	0	1	1	Single-KC	105	AD JCommTable5.R0C0	4	JCommTable5.R0C0	4	0.41031891644214363
2365	106	BKT Controller(20)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	hint	0	1	1	Single-KC	106	AD JCommTable6.R1C0	11	JCommTable6.R1C0	29	0.573607689359959
2366	107	BKT Controller(20)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	correct	0	1	0	Single-KC	107	AD JCommTable6.R0C0	14	JCommTable6.R0C0	30	0.6654658112684683
2367	108	BKT Controller(20)	AD 1_2_plus_2_3	1	done	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	correct	0	1	0	Single-KC	108	AD done	5	done	23	0.9947243820300697
2368	109	BKT Controller(20)	AS 7_9_plus_4_9	1	JCommTable4.R1C0	1/1/1970 1:45	1/1/1970 1:45		1/1/1970 1:45	incorrect	1	0	0	Single-KC	109	AS JCommTable4.R1C0	2	JCommTable4.R1C0	6	5.214189706860665e-17
2369	110	BKT Controller(20)	AS 7_9_plus_4_9	1	JCommTable5.R0C0	1/1/1970 1:45	1/1/1970 1:45		1/1/1970 1:45	incorrect	1	0	0	Single-KC	110	AS JCommTable5.R0C0	1	JCommTable5.R0C0	5	7.00585257730026e-08
2370	111	BKT Controller(20)	AS 7_9_plus_4_9	1	JCommTable6.R1C0	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	correct	0	1	0	Single-KC	111	AS JCommTable6.R1C0	4	JCommTable6.R1C0	30	0.5230197141540387
2371	112	BKT Controller(20)	AS 7_9_plus_4_9	1	JCommTable6.R0C0	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	correct	0	1	0	Single-KC	112	AS JCommTable6.R0C0	3	JCommTable6.R0C0	31	0.3373787435437283
2372	113	BKT Controller(20)	AS 7_9_plus_4_9	1	done	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	correct	0	1	0	Single-KC	113	AS done	3	done	24	0.9462877960787707
2373	1	BKT Controller(21)	M 2_3_times_1_2	1	JCommTable6.R0C0	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	1/1/1970 1:45	hint	0	1	1	Single-KC	1	M  JCommTable6.R0C0	1	JCommTable6.R0C0	1	0.1523790725054928
2374	2	BKT Controller(21)	M 2_3_times_1_2	1	JCommTable6.R1C0	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	hint	0	1	1	Single-KC	2	M  JCommTable6.R1C0	1	JCommTable6.R1C0	1	0.16036642912597115
2375	3	BKT Controller(21)	M 2_3_times_1_2	1	done	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	hint	0	1	1	Single-KC	3	M  done	1	done	1	0.10362984583487649
2376	4	BKT Controller(21)	AS 2_3_plus_4_3	1	JCommTable6.R0C0	1/1/1970 1:46	1/1/1970 1:46		1/1/1970 1:46	incorrect	1	0	0	Single-KC	4	AS JCommTable6.R0C0	1	JCommTable6.R0C0	2	0.0397700025935562
2377	5	BKT Controller(21)	AS 2_3_plus_4_3	1	done	1/1/1970 1:46	1/1/1970 1:46		1/1/1970 1:46	incorrect	1	0	0	Single-KC	5	AS done	1	done	2	0.31820948785968756
2378	6	BKT Controller(21)	AS 2_3_plus_4_3	1	JCommTable6.R1C0	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	hint	0	1	1	Single-KC	6	AS JCommTable6.R1C0	1	JCommTable6.R1C0	2	0.04813783738286417
2379	7	BKT Controller(21)	AS 2_3_plus_4_3	1	JCommTable6.R0C0	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	hint	0	1	1	Single-KC	7	AS JCommTable6.R0C0	2	JCommTable6.R0C0	3	0.07399711314995834
2380	8	BKT Controller(21)	AS 2_3_plus_4_3	1	done	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	hint	0	1	1	Single-KC	8	AS done	2	done	3	0.6120943709380007
2381	9	BKT Controller(21)	M 4_9_times_3_4	1	JCommTable6.R1C0	1/1/1970 1:46	1/1/1970 1:46		1/1/1970 1:46	incorrect	1	0	0	Single-KC	9	M  JCommTable6.R1C0	2	JCommTable6.R1C0	3	0.2029252227711421
2382	10	BKT Controller(21)	M 4_9_times_3_4	1	JCommTable6.R0C0	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	correct	0	1	0	Single-KC	10	M  JCommTable6.R0C0	2	JCommTable6.R0C0	4	0.1831355168673361
2383	11	BKT Controller(21)	M 4_9_times_3_4	1	JCommTable6.R1C0	1/1/1970 1:46	1/1/1970 1:46		1/1/1970 1:46	incorrect	1	0	0	Single-KC	11	M  JCommTable6.R1C0	3	JCommTable6.R1C0	4	0.25337022226621625
2384	12	BKT Controller(21)	M 4_9_times_3_4	1	done	1/1/1970 1:46	1/1/1970 1:46		1/1/1970 1:46	incorrect	1	0	0	Single-KC	12	M  done	2	done	4	0.162550694800883
2385	13	BKT Controller(21)	M 4_9_times_3_4	1	JCommTable6.R1C0	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	hint	0	1	1	Single-KC	13	M  JCommTable6.R1C0	4	JCommTable6.R1C0	5	0.31145529025373037
2386	14	BKT Controller(21)	M 4_9_times_3_4	1	done	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	correct	0	1	0	Single-KC	14	M  done	3	done	5	0.24578625212226685
2387	15	BKT Controller(21)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 1:46	1/1/1970 1:46		1/1/1970 1:46	incorrect	1	0	0	Single-KC	15	AD JCommTable6.R0C0	1	JCommTable6.R0C0	5	0.015260454968443709
2388	16	BKT Controller(21)	AD 7_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 1:46	1/1/1970 1:46		1/1/1970 1:46	incorrect	1	0	0	Single-KC	16	AD JCommTable6.R1C0	1	JCommTable6.R1C0	6	0.020636495823156915
2389	17	BKT Controller(21)	AD 7_8_plus_1_3	1	JCommTable8.R0C0	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	hint	0	1	1	Single-KC	17	AD JCommTable8.R0C0	1	JCommTable8.R0C0	1	0.039567217358507815
2390	18	BKT Controller(21)	AD 7_8_plus_1_3	1	JCommTable4.R1C0	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	hint	0	1	1	Single-KC	18	AD JCommTable4.R1C0	1	JCommTable4.R1C0	1	0.05850619890815549
2391	19	BKT Controller(21)	AD 7_8_plus_1_3	1	JCommTable4.R0C0	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	hint	0	1	1	Single-KC	19	AD JCommTable4.R0C0	1	JCommTable4.R0C0	1	0.02450651893579265
2392	20	BKT Controller(21)	AD 7_8_plus_1_3	1	JCommTable5.R1C0	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:46	hint	0	1	1	Single-KC	20	AD JCommTable5.R1C0	1	JCommTable5.R1C0	1	0.07617059483998304
2393	21	BKT Controller(21)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 1:46	1/1/1970 1:46		1/1/1970 1:46	incorrect	2	0	0	Single-KC	21	AD JCommTable6.R0C0	2	JCommTable6.R0C0	6	0.020123124065100268
2394	22	BKT Controller(21)	AD 7_8_plus_1_3	1	JCommTable5.R0C0	1/1/1970 1:46	1/1/1970 1:46	1/1/1970 1:47	1/1/1970 1:47	hint	0	1	1	Single-KC	22	AD JCommTable5.R0C0	1	JCommTable5.R0C0	1	0.08745638210629145
2395	23	BKT Controller(21)	AD 7_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 1:47	1/1/1970 1:47	1/1/1970 1:47	1/1/1970 1:47	hint	0	1	1	Single-KC	23	AD JCommTable6.R1C0	2	JCommTable6.R1C0	7	0.02755408953748379
2396	24	BKT Controller(21)	AD 7_8_plus_1_3	1	done	1/1/1970 1:47	1/1/1970 1:47		1/1/1970 1:47	incorrect	1	0	0	Single-KC	24	AD done	1	done	6	0.071074214146237
2397	25	BKT Controller(21)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 1:47	1/1/1970 1:47	1/1/1970 1:47	1/1/1970 1:47	hint	0	1	1	Single-KC	25	AD JCommTable6.R0C0	3	JCommTable6.R0C0	7	0.026493571766991603
2398	26	BKT Controller(21)	AD 7_8_plus_1_3	1	done	1/1/1970 1:47	1/1/1970 1:47	1/1/1970 1:47	1/1/1970 1:47	correct	0	1	0	Single-KC	26	AD done	2	done	7	0.28566198377240604
